formula,predicted_log_conductivity,predicted_conductivity
Li4Ti6Ge7Br4,-5.622622,2.3843938e-06
Li5OSi5N5Zr7,-5.622854,2.3831192e-06
Li2S6N5Ti4,-5.62378,2.3780458e-06
Li5N2P2Ge4,-5.623963,2.3770435e-06
Li5P4S2Ge3N5,-5.624009,2.3767902e-06
Li6Si5BrZrP3,-5.625369,2.3693594e-06
Li5LaP4,-5.6257157,2.3674688e-06
Li2Ge3Ti6N4Br,-5.6269746,2.3606165e-06
Li2LaBr5Si5,-5.6273956,2.3583289e-06
Li2La2Cl7N6,-5.628659,2.3514797e-06
LiZrCl5,-5.6315694,2.335773e-06
LiLa5Br4Cl3,-5.6329026,2.3286134e-06
Li6La7Br5Cl7,-5.633387,2.3260172e-06
Li3P2Zr6,-5.6356816,2.3137604e-06
Li7Cl2S7,-5.635893,2.3126352e-06
Li2Zr7Cl7S2La4,-5.63776,2.302713e-06
Li6Zr3P6N3Al4,-5.6379275,2.3018258e-06
Li5Br5Ge6,-5.638256,2.3000853e-06
Li5Br4Al6La2,-5.6383557,2.2995575e-06
Li2P3Zr6,-5.6383915,2.2993681e-06
Li5Ge6Zr4Si4Cl7,-5.6387086,2.29769e-06
Li3OBr2Ge,-5.638757,2.2974325e-06
Li7Cl5S2,-5.6397777,2.2920408e-06
Li4Br3Ge6Ti,-5.640353,2.2890054e-06
Li5Ge7P2SiLa7,-5.6414394,2.2832874e-06
Li3Si3Br7Cl7Zr7,-5.6419387,2.280664e-06
Li6P3Br5,-5.6429873,2.2751642e-06
LiP2Br2Ge,-5.643037,2.2749045e-06
LiCl2GeS2,-5.643532,2.2723132e-06
Li3S3Cl5P2,-5.644495,2.2672791e-06
LiF4Si3LaZr7,-5.645294,2.2631107e-06
Li3Zr7La3Al2P4,-5.645477,2.2621593e-06
Li5Cl3S2,-5.6495647,2.2409658e-06
Li2Cl5Si5Zr3Br6,-5.649766,2.2399279e-06
LiSP4Ti4,-5.6507425,2.2348968e-06
Li7Ti3ClSi5Br3,-5.651056,2.2332852e-06
Li7Cl6S2Zr6Al5,-5.6515436,2.2307781e-06
Li6La2F2Al6Br7,-5.6535482,2.220505e-06
Li6N4BrS7Ti7,-5.6556196,2.2099396e-06
Li4Ge6Cl6La2Al,-5.6559396,2.208312e-06
Li3Zr7Cl4Si6,-5.6562095,2.20694e-06
Li3SZrP5,-5.6571918,2.201954e-06
Li4Zr5N7Si5,-5.6574044,2.200876e-06
Li3P4BrCl2Ti5,-5.657647,2.1996464e-06
Li5Zr7Ti2P4,-5.657918,2.198275e-06
Li6La2O4ZrGe6,-5.658054,2.1975873e-06
Li5Cl7Zr5Si7,-5.6595736,2.189911e-06
Li5Br5La7P5,-5.6596727,2.189411e-06
Li7Cl6Ge,-5.660994,2.1827598e-06
LiS7F5Br7La6,-5.661089,2.182283e-06
Li4ClSi6Ti3,-5.662608,2.1746625e-06
Li7Br2O2,-5.662734,2.1740323e-06
Li5Si5N7Ti7S5,-5.6631546,2.171928e-06
Li5N3Br3,-5.663435,2.1705262e-06
Li3Ge5Cl7P2,-5.6644974,2.165223e-06
Li4Si5F5La5Br3,-5.6691008,2.1423934e-06
LiBr3P7N,-5.6693945,2.140945e-06
Li7S4Ge2N2,-5.670468,2.1356602e-06
Li7Br4S6Ti3Ge6,-5.673773,2.1194696e-06
Li6La5Br2Ti3P5,-5.6751757,2.1126343e-06
Li7Ge4Cl6,-5.6757956,2.109621e-06
LiGe2Br2Ti3,-5.677455,2.1015758e-06
Li6N6OP2Zr3,-5.677575,2.1009944e-06
Li3O6Zr5La4Ti7,-5.6779027,2.0994103e-06
Li6AlZr6Br3La3,-5.6790137,2.0940463e-06
Li2BrGe2Cl3,-5.68088,2.0850666e-06
Li7Br7La3,-5.6814847,2.0821658e-06
Li2Cl6PBr4Zr,-5.682915,2.0753187e-06
Li6Ti4N7S3Si4,-5.683149,2.0742025e-06
Li4Br5Al2P7,-5.6871047,2.055395e-06
Li5La2P7Zr2N3,-5.688885,2.0469856e-06
LiBrGe7Ti6,-5.6893697,2.0447035e-06
LiZr3Al3OBr3,-5.690723,2.038342e-06
Li7P2SF2,-5.690875,2.0376283e-06
Li7La2Zr6P3S5,-5.691024,2.0369303e-06
Li3Br2Si6FTi6,-5.6910553,2.0367827e-06
Li3Ti2Ge7Br,-5.6912327,2.035951e-06
LiN7Cl6Zr7,-5.6939206,2.023389e-06
Li7Cl3Ge6Zr6O3,-5.6943383,2.0214438e-06
LiLaCl6,-5.694618,2.0201414e-06
Li5Zr4Al4P2Ge3,-5.69772,2.0057646e-06
LiSiAl4Zr5Cl7,-5.6991615,1.9991182e-06
Li3N2Ti2Zr7P,-5.6999702,1.995399e-06
Li3N2Br5Si6La6,-5.70048,1.9930583e-06
Li7GeCl5,-5.7019353,1.9863908e-06
Li6Br2Si,-5.702663,1.9830654e-06
Li3P3N,-5.703605,1.9787678e-06
LiS6Br4TiSi,-5.706599,1.965173e-06
Li7Ge6S5Cl7,-5.7081304,1.9582567e-06
Li6ZrO2Br6,-5.708257,1.9576848e-06
Li4Ti6Al5P7,-5.710072,1.9495212e-06
Li3Si2NS7Br4,-5.7139106,1.932366e-06
Li7Br6Ge5O2,-5.7141275,1.9314011e-06
Li7P7Ge4Ti5,-5.714216,1.9310066e-06
LiSi7La3BrP2,-5.715014,1.9274628e-06
Li7O7Ge2,-5.7159505,1.923311e-06
Li3Al6Zr4Ti2Cl6,-5.716276,1.9218692e-06
Li6S3TiO2La,-5.71674,1.9198171e-06
Li7P4Al7La4Zr,-5.7172647,1.9175e-06
Li3N6La4O7Ti2,-5.717707,1.915547e-06
Li6La2Br5,-5.7188773,1.910393e-06
Li4P3Ti6,-5.7208214,1.9018603e-06
Li3P3Ge3Ti2Zr,-5.723117,1.8918345e-06
Li4Cl7Si4Br4S7,-5.7232323,1.8913319e-06
Li6Al3O5P5Ti2,-5.7232337,1.8913256e-06
Li7N4Ge4Cl5,-5.7236614,1.8894638e-06
LiSiNZr,-5.7240415,1.8878111e-06
Li5Al5Cl4Br3Zr7,-5.7240677,1.8876971e-06
Li4SF2La2N2,-5.725726,1.8805023e-06
Li3Ti3N7Cl7,-5.726432,1.877449e-06
Li5S7Ti6N7,-5.726651,1.8765011e-06
Li5BrO2,-5.7315307,1.8555357e-06
Li6NPAl3Ti6,-5.7349095,1.8411555e-06
Li3Zr2P2,-5.73526,1.8396703e-06
Li7S7Al6O2Ti6,-5.736086,1.8361752e-06
Li4Br5La4Si2Zr6,-5.7361913,1.8357297e-06
Li7Br4Si3S6,-5.740245,1.8186752e-06
Li6TiCl6,-5.7409225,1.8158398e-06
Li7P5Ti2,-5.7424936,1.8092825e-06
Li5Ti6Si4Al5Cl2,-5.7428474,1.8078091e-06
Li7La2P5,-5.744826,1.7995925e-06
Li4PCl4Ge6,-5.745314,1.7975702e-06
Li3Ge4Br5F2Ti6,-5.7472,1.7897814e-06
Li2O5Ti4S5,-5.7476363,1.7879843e-06
Li7F5Al5La7Ge7,-5.7509837,1.774256e-06
Li4Br4Si5Ti4,-5.751306,1.7729396e-06
Li5F4O5Ge5La3,-5.751443,1.772381e-06
Li2PGe5O2La4,-5.7517104,1.7712897e-06
LiCl7Ge2Zr2N,-5.7524776,1.7681632e-06
Li7Ti3P7,-5.752478,1.7681613e-06
Li4Ge4F3P7La5,-5.7538085,1.7627532e-06
Li6F5La4Ge2Si4,-5.755465,1.7560423e-06
Li6PGe6Cl4,-5.7555194,1.7558225e-06
Li5P3Ge3,-5.7555714,1.7556124e-06
Li4ClNF,-5.755651,1.7552906e-06
Li4S7Zr6Ti4P4,-5.7569976,1.7498564e-06
Li3Ti2Al4P2N4,-5.75744,1.7480744e-06
Li3Zr5S4BrAl2,-5.7575397,1.7476733e-06
Li7Cl7Br5Al5,-5.758119,1.7453434e-06
Li4Br3N2ZrSi7,-5.7590175,1.7417368e-06
Li3P5Zr7,-5.7594733,1.7399095e-06
Li5P2Ge4La2,-5.760731,1.7348774e-06
Li3S7Br2,-5.762451,1.7280203e-06
Li6Ge4ZrLa3Cl,-5.763815,1.7226025e-06
Li5P7La3Ge5Ti2,-5.7642117,1.7210297e-06
Li5N2Ti,-5.764433,1.720153e-06
Li4Ge2Br7La7S5,-5.7648816,1.7183768e-06
Li4PGe6Ti6,-5.7651186,1.7174393e-06
Li5SCl6Si5La2,-5.7661314,1.7134388e-06
LiTi5Zr4Al4Cl3,-5.7680216,1.7059976e-06
Li4Si4Br5Zr3,-5.7692575,1.7011494e-06
Li5O3Ge3S3,-5.7705393,1.6961362e-06
Li3NCl4,-5.7709217,1.6946433e-06
Li7Zr4Cl2P2F,-5.771521,1.692306e-06
Li5P6Si2Zr,-5.771565,1.6921351e-06
Li3S4P4N,-5.7719693,1.6905603e-06
Li5La6Ge3Br6,-5.7754354,1.6771216e-06
Li6S3P6La,-5.7756076,1.676457e-06
Li7Ti2Si6F2La2,-5.776447,1.6732205e-06
Li5Al5Zr3Cl5N,-5.7769313,1.671355e-06
Li3Ti2N5Si3Br2,-5.777199,1.6703259e-06
Li4SiLa2N4Ti2,-5.7779775,1.6673338e-06
Li4Ge2ClZr7,-5.7788677,1.6639194e-06
Li7N3Ti4Cl,-5.7810607,1.6555385e-06
Li4AlTiCl2S3,-5.7820745,1.6516786e-06
LiSi5PTi5,-5.7822866,1.6508718e-06
Li3ClSi,-5.783911,1.6447078e-06
Li3ClSi,-5.783911,1.6447078e-06
Li6Br5O2Al2,-5.7851653,1.6399654e-06
LiBr2S6Si4La7,-5.785683,1.6380111e-06
Li6Ge7N6La4P4,-5.786491,1.6349674e-06
Li2PZr3N4,-5.7875223,1.631089e-06
Li4Zr5Br4LaGe3,-5.7883573,1.6279563e-06
Li2Ge6Ti4S3Cl3,-5.788933,1.6258003e-06
LiZr5Cl6N4Br5,-5.7898498,1.6223712e-06
LiBr6Ti6FGe5,-5.790611,1.6195307e-06
Li7Ti4ClSi7,-5.790793,1.6188517e-06
Li5Zr5S7O3La2,-5.7921576,1.6137726e-06
Li5Cl5Si4Ge2,-5.794824,1.6038948e-06
Li7Ti3Al7La3N6,-5.7950974,1.6028861e-06
Li4Ti3Cl6Br7Ge3,-5.79544,1.6016212e-06
Li4ZrGe3Br3S2,-5.7961116,1.5991471e-06
LiBr6Zr3Ge4,-5.7966137,1.5972993e-06
Li7Br5Ti2Si6Cl,-5.796704,1.5969679e-06
Li5S7Ti3P4Si2,-5.797758,1.5930958e-06
Li6S5Br4Zr6,-5.7977915,1.5929734e-06
Li7Si4Cl,-5.79788,1.5926481e-06
Li5Ge5N6S5La,-5.7990856,1.5882337e-06
Li7P7La,-5.7991796,1.5878901e-06
LiAl4Ti5Ge5Cl7,-5.799321,1.5873724e-06
Li6Cl6TiLa,-5.7994704,1.586827e-06
Li3S7Zr3,-5.800712,1.5822966e-06
Li4La5Br3Zr7Si5,-5.801124,1.5807963e-06
Li3Al6Zr5P2Ti4,-5.8019066,1.5779507e-06
LiLa6S3Ti5Cl2,-5.8021436,1.5770898e-06
LiBr6Cl7Zr3,-5.8033137,1.5728463e-06
Li7Si2O2,-5.803917,1.5706632e-06
Li6Ti6LaCl2N2,-5.8045893,1.5682335e-06
Li6Zr2Si7Cl7,-5.8048506,1.5672902e-06
Li7Cl3La2P2,-5.805719,1.5641598e-06
Li7Cl6P3Si7,-5.8062954,1.5620848e-06
Li6GeP4Ti7Br,-5.8080745,1.5556989e-06
Li3N3GeBr7,-5.808569,1.5539285e-06
Li7S5N3Ge,-5.809528,1.5505012e-06
Li3Si3Zr7Ge2La3,-5.809882,1.5492369e-06
LiLa5P2Zr7,-5.810448,1.5472192e-06
Li6Br7Al5,-5.812572,1.5396712e-06
Li5SSi,-5.8163424,1.5263623e-06
Li5Ti2P6Ge3S2,-5.816522,1.5257307e-06
Li3S3Br3Si,-5.8167872,1.5247996e-06
Li5P3Si6S4Br,-5.818225,1.5197603e-06
Li5Zr2Si7Cl4Ge,-5.81839,1.519183e-06
Li6Ge2P,-5.818492,1.5188261e-06
Li6N6La2Cl5O3,-5.820029,1.5134609e-06
Li2F3LaTi7Ge2,-5.8206363,1.5113454e-06
Li6Si2La4BrAl6,-5.820884,1.5104828e-06
Li3P3Zr,-5.822348,1.5054e-06
Li3Ti7Ge7Cl4Zr,-5.822808,1.5038074e-06
Li4Ti4S2Cl5,-5.8232183,1.5023865e-06
Li3Zr4Cl2P5,-5.8241653,1.499114e-06
Li5S7AlGe,-5.8251853,1.4955974e-06
Li7Br7S5Ti5Si,-5.828632,1.4837752e-06
Li6P4Ge2La5,-5.829643,1.4803255e-06
Li3La5Cl4Al4Ti7,-5.829983,1.4791655e-06
Li4Ge5La3N4O4,-5.830783,1.4764445e-06
Li2Cl7Ti4Ge7,-5.831248,1.4748647e-06
Li5La4S2Ge2Al3,-5.8318434,1.4728436e-06
Li7Ge3Br5,-5.832037,1.4721871e-06
Li5Ge6Cl6P3N,-5.832057,1.4721193e-06
Li3LaO2Cl2,-5.8321676,1.4717443e-06
LiSiN4Zr7,-5.8332176,1.4681904e-06
Li3Ti2N5La5Ge6,-5.8336964,1.4665728e-06
Li7Cl6LaSi4,-5.834127,1.4651195e-06
Li7Zr5Ti7Br4P5,-5.8346734,1.4632772e-06
Li7GeO7,-5.835067,1.4619523e-06
Li5S3La3P3,-5.835245,1.4613521e-06
Li3Al5La6Zr5Br,-5.8354077,1.460805e-06
Li6Zr7P5Cl,-5.8362207,1.4580729e-06
Li5ZrS7,-5.8364663,1.4572487e-06
Li4Ti3Si4Br4,-5.8370657,1.4552389e-06
Li6Ge4LaO,-5.837538,1.453658e-06
Li4La7Si5Ge3Cl2,-5.837674,1.4532015e-06
Li5Al7F2Ti2Br2,-5.8400307,1.4453377e-06
Li5NFP5Ti3,-5.8430505,1.4353226e-06
Li3Ti7P5Al2Zr5,-5.843699,1.433181e-06
Li7P7La2,-5.84461,1.430177e-06
Li3TiCl3S2Zr2,-5.845352,1.4277357e-06
Li3S7O2Ti4La2,-5.846471,1.4240629e-06
Li2Zr6S6O7Cl4,-5.847574,1.4204494e-06
LiTi3P,-5.847645,1.4202186e-06
Li6O4Ge6Si3La,-5.8488207,1.4163785e-06
LiBrGe,-5.8494673,1.4142713e-06
Li7S3P5,-5.8497033,1.4135029e-06
Li4La3Si7Cl4S5,-5.850632,1.4104828e-06
Li6N5PS3Ge5,-5.850777,1.4100121e-06
LiS2Si3La5P4,-5.851327,1.4082283e-06
Li7Br3TiAl,-5.85306,1.4026207e-06
Li5La2Br5Al3,-5.8533087,1.401817e-06
LiCl3Ge4La4,-5.8543925,1.3983229e-06
Li7Cl5Si4,-5.85546,1.3948896e-06
Li6Br4Si5Ge6Ti4,-5.856286,1.3922395e-06
Li6FSi4La4Ge7,-5.856936,1.3901575e-06
LiLa7Ge5,-5.857434,1.388565e-06
Li7P7Ge5BrO,-5.8590107,1.3835323e-06
Li6Ge7La6Zr4Al7,-5.8611403,1.3767648e-06
Li5Si6Ti7Ge3Br3,-5.8648844,1.3649465e-06
Li6Si4S7ZrCl3,-5.8656898,1.3624176e-06
Li5P2Ge6Ti2,-5.8657036,1.3623742e-06
Li6P4F3Cl4Br3,-5.8659096,1.3617282e-06
Li4P4N,-5.866003,1.3614351e-06
LiLa3Ti5O3Si4,-5.8661356,1.3610197e-06
Li3Al4N7Ti3La5,-5.8667774,1.3590097e-06
Li6Al4La7S6Ge7,-5.86689,1.3586576e-06
Li7La2N3O5Cl4,-5.868291,1.354282e-06
Li4N5La5P2S4,-5.8683524,1.3540902e-06
Li4N7Ti4PAl6,-5.8683558,1.3540798e-06
Li6Cl5La5N7,-5.8686767,1.3530796e-06
Li6S2Ti4Al6N7,-5.8686795,1.3530706e-06
Li3Zr5La3BrTi7,-5.868841,1.3525671e-06
Li2Br7La5,-5.8688946,1.3524008e-06
Li5Ti6Al2P2,-5.872019,1.3427068e-06
Li2Si6Ti4PZr5,-5.8723965,1.3415397e-06
Li2Al2TiCl2,-5.8728766,1.3400572e-06
Li3Si3BrP,-5.8742185,1.3359233e-06
Li5La2Si4F3S4,-5.8749084,1.3338026e-06
Li3Ge3Ti5O4,-5.876004,1.3304415e-06
Li4La2Cl4Ge7N5,-5.87657,1.3287087e-06
Li7Zr7P3,-5.876991,1.3274226e-06
Li5Br5Ti7PCl7,-5.877238,1.3266679e-06
LiGe6La5,-5.8786893,1.3222412e-06
Li6Zr7Ge6O4P2,-5.879206,1.3206685e-06
Li2PAl3GeTi3,-5.8805046,1.316726e-06
Li7Ti3Al5Br2,-5.880809,1.315804e-06
Li4S7Ti3N7,-5.881213,1.3145793e-06
Li3Cl5Ge6S2Ti2,-5.8817353,1.3129999e-06
Li2La3F2S6Cl7,-5.882072,1.3119825e-06
Li2Br2Si2ZrN3,-5.8836303,1.3072834e-06
Li3P3Zr6Si5La7,-5.8844857,1.3047108e-06
Li2NBr2,-5.884588,1.3044043e-06
Li5OLa2N5,-5.884778,1.3038331e-06
Li2NZr6Ge6,-5.885618,1.3013131e-06
Li7S4N3La7P6,-5.8867674,1.2978743e-06
Li7Ti4S5Zr5P,-5.8872333,1.2964828e-06
LiZr5S5La4Cl2,-5.8880305,1.2941049e-06
Li4Cl6S2Zr2Br5,-5.8885074,1.2926848e-06
Li7N2La6AlGe7,-5.8889627,1.29133e-06
Li7Br7Ge4,-5.8891916,1.2906496e-06
Li2Ge6Ti5SLa6,-5.8895307,1.2896426e-06
Li6Ti3N3S7Si2,-5.8896856,1.2891824e-06
Li7BrSi7Ti7,-5.8908296,1.2857912e-06
Li5Zr5Si2Al2N5,-5.8911858,1.284737e-06
Li4ClAl7Ti7,-5.893024,1.2793107e-06
Li2Ti5N4Ge,-5.8934703,1.2779966e-06
Li3O6Ti3P5,-5.893737,1.2772125e-06
Li5Zr5P4S4Ti6,-5.8939943,1.2764555e-06
Li6SiGe6Br5Ti4,-5.894093,1.2761654e-06
Li7S4P4Al3,-5.895962,1.2706846e-06
Li2Br5S7Ti4,-5.897339,1.2666632e-06
Li7ZrAlO2,-5.897641,1.2657817e-06
LiBr6Zr7O3Ti,-5.8977265,1.265533e-06
Li3LaP6Ti7,-5.897958,1.2648593e-06
Li2N3P2Br6,-5.8985186,1.2632271e-06
Li6NS4,-5.898751,1.2625518e-06
LiTi5FGe5,-5.899338,1.2608465e-06
Li7La2Ge4S4Al5,-5.901517,1.2545358e-06
Li7S2La2O3Zr2,-5.9016113,1.2542632e-06
Li4Ge5Cl3,-5.9034586,1.2489395e-06
Li5N4Ge7LaTi6,-5.9047165,1.2453273e-06
LiOZr5Br5,-5.9058204,1.2421659e-06
Li6N5Cl3,-5.9060483,1.2415143e-06
LiCl2SiTi4,-5.9062495,1.2409391e-06
Li7Ti7Ge2Cl7Zr4,-5.906615,1.2398959e-06
Li7Si4Cl3Ge3,-5.9066677,1.2397447e-06
Li4O6S2Ge7Zr7,-5.9093647,1.2320697e-06
LiTi7Br4N7,-5.9094157,1.231925e-06
Li5Cl3FZr6P6,-5.910796,1.2280154e-06
Li7P5S,-5.9111843,1.2269185e-06
LiZr2Cl3Ge5La5,-5.9113564,1.2264322e-06
Li5Zr6P4,-5.9121075,1.2243132e-06
Li7NS6Si6Ti4,-5.9122663,1.2238656e-06
Li7Zr6P4,-5.9125056,1.2231912e-06
Li6GeS5,-5.912584,1.222971e-06
Li3Br5PTi5,-5.9142637,1.2182496e-06
Li5GeP3Si2Br6,-5.916176,1.2128977e-06
LiP6Zr2,-5.9171886,1.2100724e-06
Li3Zr3GeAl3O3,-5.918842,1.2054749e-06
Li2Ti6NGe3,-5.9193335,1.2041111e-06
Li7Ti2P,-5.91981,1.202791e-06
Li7Ge5Cl4,-5.9201984,1.2017152e-06
Li7S4N3Cl6,-5.923524,1.1925487e-06
LiLa3SCl5,-5.923705,1.1920512e-06
Li6Ti2PSi6La5,-5.923764,1.1918889e-06
Li6S3O3Br7Zr2,-5.9243927,1.1901653e-06
Li7AlSCl5,-5.928119,1.1799967e-06
Li5Cl7Ti2GeLa5,-5.9290514,1.1774666e-06
Li3Zr7S7N7,-5.93079,1.1727625e-06
LiTi3P2,-5.931665,1.170402e-06
Li5La3Ti5N7Br7,-5.9319944,1.1695143e-06
Li7AlCl4,-5.932841,1.1672373e-06
Li5Ge4Si2Br2Ti6,-5.933287,1.1660384e-06
Li5OLa6Al6Ti7,-5.93333,1.1659232e-06
Li3Ti3O2ZrS7,-5.934022,1.1640672e-06
Li5FGe5S4Zr5,-5.9347467,1.1621261e-06
Li4P4Ti7,-5.9348025,1.1619768e-06
Li7Ge2ZrOBr7,-5.934921,1.1616605e-06
Li2Br3Al5Zr3,-5.935728,1.1595031e-06
Li2Si7Ti7F3Ge3,-5.9362516,1.1581061e-06
Li3Ge6S2Cl7Br7,-5.9380946,1.153202e-06
Li5ClAl7Zr6,-5.9384313,1.1523084e-06
Li4Zr6Si4La5Br2,-5.9384694,1.1522072e-06
Li3Cl6Al2Ti5S2,-5.939857,1.1485317e-06
LiTiN7Al2P2,-5.9410863,1.1452854e-06
Li5S2Si3Ti4N6,-5.9413285,1.1446467e-06
Li7Cl6Br2Zr5Ge3,-5.9426045,1.1412885e-06
Li6TiP5Ge6,-5.9429436,1.1403979e-06
Li2Cl2Si,-5.9432573,1.1395744e-06
Li5O3Zr6Al4,-5.943649,1.1385475e-06
Li6N2Br6O4P7,-5.9439497,1.137759e-06
LiAl7Ti6P2Br6,-5.9450603,1.1348534e-06
Li5Ti6La2Si7Al2,-5.946559,1.1309438e-06
Li4Ti3Br5AlGe,-5.946964,1.1298902e-06
Li2Ge3O4Ti6,-5.9472804,1.1290667e-06
Li4Ge5Ti5Cl3La7,-5.9478536,1.1275775e-06
LiLa3Cl4N7,-5.948387,1.1261931e-06
Li7Zr3Cl3Si,-5.9489408,1.1247585e-06
Li6Zr4Br5Cl3Al5,-5.9490356,1.1245127e-06
LiZr7N6Si3,-5.9493136,1.1237931e-06
Li7Si7Ti5PF,-5.9493175,1.1237832e-06
Li7Br6Zr6Si2La6,-5.949543,1.1231998e-06
Li2La2N5Si,-5.949684,1.1228348e-06
LiLa4Ge6Br5O7,-5.950292,1.1212641e-06
Li6Cl7Br3Si6Zr2,-5.950841,1.119848e-06
Li6Al2BrO3S6,-5.9512496,1.1187947e-06
Li3S7OZr5,-5.9512854,1.1187026e-06
Li5GeTi5Al5O6,-5.953497,1.1130203e-06
Li5La7Ti6Si4Cl4,-5.953772,1.1123153e-06
Li5STiP6Al2,-5.953802,1.1122385e-06
Li7ClN4S7Zr5,-5.954525,1.1103887e-06
Li6LaClSi,-5.9549675,1.1092578e-06
Li2F6P7La4Ge5,-5.9554057,1.1081391e-06
Li2Cl5GeLa7,-5.956116,1.1063278e-06
Li6La2NGe2,-5.957227,1.1035011e-06
Li6O3Zr6S5N6,-5.95745,1.1029355e-06
Li6Cl3O2,-5.958542,1.1001657e-06
Li2S2Ti5Ge4F3,-5.958847,1.099393e-06
Li6Si3Cl4Ti,-5.9590216,1.0989513e-06
Li3Br3Zr6SiAl3,-5.9603004,1.0957199e-06
Li6P7Ti7Zr7Ge2,-5.9603076,1.0957019e-06
Li7Br7P3,-5.961094,1.0937199e-06
Li2LaGe3Ti5,-5.963128,1.088609e-06
Li7P3Ti5,-5.963436,1.0878371e-06
Li2Al2F2Br5P4,-5.967631,1.0773806e-06
Li2N6S5Cl3Ti2,-5.968145,1.0761062e-06
Li5La3Ti5S6Br2,-5.97058,1.070089e-06
Li7ZrCl3S2Br5,-5.9705906,1.0700631e-06
Li7Ge5Cl2La7Br2,-5.972015,1.0665595e-06
Li3O3La5P5Ge2,-5.9722047,1.0660935e-06
Li6Al6Ti4SLa4,-5.9729776,1.0641978e-06
Li6N2Al3S2P,-5.973988,1.0617248e-06
Li3P3GeCl4S6,-5.9743457,1.0608508e-06
LiBr3Al5LaCl5,-5.974526,1.0604107e-06
Li6Si5N4F2La2,-5.974563,1.0603198e-06
Li7Cl6TiSi3,-5.9746385,1.0601359e-06
Li7Zr7PN2,-5.974681,1.0600323e-06
LiSi3Ti7Br4,-5.97728,1.053707e-06
Li5Ge6Cl7,-5.977776,1.0525044e-06
Li3Cl4La3Si4,-5.9778047,1.0524351e-06
LiP4Zr,-5.9793196,1.0487704e-06
Li5Al2Ge6La4Zr4,-5.9795957,1.0481039e-06
Li6Si5Ti7O3Ge5,-5.979852,1.047485e-06
Li6Al4Cl6Si5Ti2,-5.9799776,1.0471825e-06
Li7S6N5Br,-5.9815483,1.0434021e-06
Li2SiCl6,-5.984233,1.0369722e-06
Li3La4Br7F3Si3,-5.9843416,1.0367127e-06
LiTi5GeClO,-5.9843864,1.0366056e-06
Li2S5Br,-5.984844,1.0355136e-06
Li3Ti3OGe7Zr6,-5.985532,1.0338754e-06
Li5Zr3N4LaGe6,-5.9856567,1.033578e-06
Li6Ti6N4Si3,-5.987161,1.0300039e-06
Li4Ge6La,-5.987757,1.0285912e-06
Li7Ge5P3,-5.9888325,1.0260477e-06
Li3PZr4,-5.9889345,1.0258066e-06
Li6Cl3Ge4,-5.9907274,1.0215805e-06
Li5Si5Cl6,-5.990804,1.0213998e-06
Li4Al7Ti3S3La4,-5.9921365,1.0182713e-06
Li2Ti3N3,-5.9925256,1.0173594e-06
Li7Ge5Ti4N6,-5.993518,1.0150376e-06
Li6Si2Ti7N4Ge2,-5.9938626,1.0142321e-06
Li7Ge6N7La4,-5.993925,1.0140863e-06
LiTiCl6N3P3,-5.9939513,1.0140251e-06
Li2F2Ti7AlGe3,-5.9942408,1.0133494e-06
Li6Cl3Ge7,-5.994491,1.0127656e-06
Li7La5F4Br5Cl4,-5.9954596,1.0105095e-06
LiTi2O2S7,-5.9955454,1.0103099e-06
Li6Ti2P7Si3,-5.9956703,1.0100193e-06
Li3La2Br4,-5.9961405,1.0089265e-06
Li4Ti6N6Al5,-5.9969068,1.0071478e-06
Li6N5Al5ZrBr6,-5.9975224,1.0057213e-06
Li7Br7Al5,-5.997593,1.0055579e-06
Li4P5Zr6,-5.997922,1.0047963e-06
Li3Al2Ti3O2,-5.9983087,1.0039021e-06
Li3P6Ge2,-5.998466,1.0035384e-06
Li3Ge2P6,-5.998466,1.0035384e-06
LiLa3Ge4,-5.9992146,1.00181e-06
LiLa4S5Zr6Ti,-6.000158,9.996367e-07
Li2ClSi7Ti6,-6.000304,9.992998e-07
Li7S2Zr6N5F3,-6.0007915,9.981791e-07
Li3Cl3AlSiBr,-6.0012803,9.970563e-07
Li3GeO3Br7,-6.002065,9.952561e-07
Li3N2P3,-6.0023336,9.94641e-07
LiO5La4Cl4Si6,-6.0025973,9.940372e-07
Li2N3Br6La5,-6.0028763,9.93399e-07
Li3Br3Al3Zr7,-6.003085,9.929214e-07
Li4N3Si6Zr4,-6.003395,9.92213e-07
Li4Br3Ge4,-6.005238,9.880114e-07
Li5LaGe3N5,-6.005287,9.878996e-07
Li5S2N6Zr4O2,-6.0068555,9.843386e-07
LiBrTi6La2,-6.0085797,9.804384e-07
Li4Si4AlN7Ti6,-6.010116,9.76976e-07
Li4LaGe,-6.0115466,9.737632e-07
Li4Cl6Ge3,-6.011895,9.72982e-07
Li7N4Ge4Ti4,-6.0121937,9.723135e-07
Li6Ge3Br7ON2,-6.0123067,9.720605e-07
Li4LaS5,-6.013361,9.697036e-07
Li4La2OS3Zr,-6.013669,9.690161e-07
Li3La2S6Zr5,-6.0148926,9.662898e-07
Li6P2Br6Ti4O3,-6.0154004,9.651607e-07
Li5S4N,-6.0159636,9.639099e-07
Li3O7La7Cl6Ge4,-6.016749,9.621684e-07
Li4P3Br5Ge6,-6.0188403,9.57546e-07
Li5Zr4NSSi5,-6.0189962,9.572024e-07
Li4P4LaN5,-6.0191545,9.568535e-07
Li3Ti6N6Ge5,-6.019736,9.555737e-07
